,SentNumber,Quantifier,Matrix,WhichCategory,Subject,Predicate,SentType,Verb,Embedded,Token,MatchingCategory,MismatchingCategory,Group
319,9,some,Zoologists says that,Matching,Category,Token,T2,say,1,sheep,mammals,fruit,P
320,9,some,Zoologists says that,Matching,Category,Token,T2,say,1,anchovies,fishes,birds,Q
321,9,some,Zoologists says that,Matching,Category,Token,T2,say,1,wasps,insects,fishes,Q
322,9,some,Zoologists says that,Matching,Category,Token,T2,say,1,carp,fishes,birds,R
323,9,some,Zoologists says that,Matching,Category,Token,T2,say,1,cockroaches,insects,fishes,R
324,10,all,,Matching,Token,Category,T4,none,0,piranhas,fishes,birds,A
325,10,all,,Matching,Token,Category,T4,none,0,ants,insects,fishes,A
326,10,all,,Matching,Token,Category,T4,none,0,mackerels,fishes,birds,B
327,10,all,,Matching,Token,Category,T4,none,0,flies,insects,fishes,B
328,10,all,,Matching,Token,Category,T4,none,0,herring,fishes,birds,C
329,10,all,,Matching,Token,Category,T4,none,0,mosquitos,insects,fishes,C
330,10,all,,Matching,Token,Category,T4,none,0,eagles,birds,reptiles,D
331,10,all,,Matching,Token,Category,T4,none,0,strawberries,fruit,insects,D
332,10,all,,Matching,Token,Category,T4,none,0,canaries,birds,reptiles,E
333,10,all,,Matching,Token,Category,T4,none,0,bananas,fruit,insects,E
334,10,all,,Matching,Token,Category,T4,none,0,crows,birds,reptiles,F
335,10,all,,Matching,Token,Category,T4,none,0,apples,fruit,insects,F
336,10,all,,Matching,Token,Category,T4,none,0,owls,birds,reptiles,G
337,10,all,,Matching,Token,Category,T4,none,0,peaches,fruit,insects,G
338,10,all,,Matching,Token,Category,T4,none,0,sparrows,birds,reptiles,H
339,10,all,,Matching,Token,Category,T4,none,0,pears,fruit,insects,H
340,10,all,,Matching,Token,Category,T4,none,0,doves,birds,reptiles,I
341,10,all,,Matching,Token,Category,T4,none,0,plums,fruit,insects,I
342,10,all,,Matching,Token,Category,T4,none,0,alligators,reptiles,mamals,J
343,10,all,,Matching,Token,Category,T4,none,0,cats,mammals,fruit,J
344,10,all,,Matching,Token,Category,T4,none,0,crocodiles,reptiles,mamals,K
345,10,all,,Matching,Token,Category,T4,none,0,horses,mammals,fruit,K
346,10,all,,Matching,Token,Category,T4,none,0,chameleons,reptiles,mamals,L
347,10,all,,Matching,Token,Category,T4,none,0,dogs,mammals,fruit,L
348,10,all,,Matching,Token,Category,T4,none,0,iguanas,reptiles,mamals,M
349,10,all,,Matching,Token,Category,T4,none,0,pigs,mammals,fruit,M
350,10,all,,Matching,Token,Category,T4,none,0,lizards,reptiles,mamals,N
351,10,all,,Matching,Token,Category,T4,none,0,elephants,mammals,fruit,N
352,10,all,,Matching,Token,Category,T4,none,0,geckos,reptiles,mamals,O
353,10,all,,Matching,Token,Category,T4,none,0,sheep,mammals,fruit,O
354,10,all,,Matching,Token,Category,T4,none,0,anchovies,fishes,birds,P
355,10,all,,Matching,Token,Category,T4,none,0,wasps,insects,fishes,P
356,10,all,,Matching,Token,Category,T4,none,0,carp,fishes,birds,Q
357,10,all,,Matching,Token,Category,T4,none,0,cockroaches,insects,fishes,Q
358,10,all,,Matching,Token,Category,T4,none,0,cod,fishes,birds,R
359,10,all,,Matching,Token,Category,T4,none,0,cicadas,insects,fishes,R
360,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,mackerels,fishes,birds,A
361,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,flies,insects,fishes,A
362,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,herring,fishes,birds,B
363,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,mosquitos,insects,fishes,B
364,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,eagles,birds,reptiles,C
365,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,strawberries,fruit,insects,C
366,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,canaries,birds,reptiles,D
367,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,bananas,fruit,insects,D
368,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,crows,birds,reptiles,E
369,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,apples,fruit,insects,E
370,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,owls,birds,reptiles,F
371,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,peaches,fruit,insects,F
372,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,sparrows,birds,reptiles,G
373,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,pears,fruit,insects,G
374,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,doves,birds,reptiles,H
375,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,plums,fruit,insects,H
376,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,alligators,reptiles,mamals,I
377,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,cats,mammals,fruit,I
378,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,crocodiles,reptiles,mamals,J
379,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,horses,mammals,fruit,J
380,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,chameleons,reptiles,mamals,K
381,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,dogs,mammals,fruit,K
382,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,iguanas,reptiles,mamals,L
383,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,pigs,mammals,fruit,L
384,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,lizards,reptiles,mamals,M
385,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,elephants,mammals,fruit,M
386,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,geckos,reptiles,mamals,N
387,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,sheep,mammals,fruit,N
388,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,anchovies,fishes,birds,O
389,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,wasps,insects,fishes,O
390,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,carp,fishes,birds,P
391,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,cockroaches,insects,fishes,P
392,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,cod,fishes,birds,Q
393,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,cicadas,insects,fishes,Q
394,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,piranhas,fishes,birds,R
395,11,all,Zoologists knows that,Matching,Token,Category,T4,know,1,ants,insects,fishes,R
396,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,herring,fishes,birds,A
397,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,mosquitos,insects,fishes,A
398,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,eagles,birds,reptiles,B
399,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,strawberries,fruit,insects,B
400,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,canaries,birds,reptiles,C
401,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,bananas,fruit,insects,C
402,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,crows,birds,reptiles,D
403,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,apples,fruit,insects,D
404,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,owls,birds,reptiles,E
405,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,peaches,fruit,insects,E
406,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,sparrows,birds,reptiles,F
407,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,pears,fruit,insects,F
408,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,doves,birds,reptiles,G
409,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,plums,fruit,insects,G
410,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,alligators,reptiles,mamals,H
411,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,cats,mammals,fruit,H
412,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,crocodiles,reptiles,mamals,I
413,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,horses,mammals,fruit,I
414,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,chameleons,reptiles,mamals,J
415,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,dogs,mammals,fruit,J
416,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,iguanas,reptiles,mamals,K
417,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,pigs,mammals,fruit,K
418,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,lizards,reptiles,mamals,L
419,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,elephants,mammals,fruit,L
420,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,geckos,reptiles,mamals,M
421,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,sheep,mammals,fruit,M
422,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,anchovies,fishes,birds,N
423,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,wasps,insects,fishes,N
424,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,carp,fishes,birds,O
425,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,cockroaches,insects,fishes,O
426,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,cod,fishes,birds,P
427,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,cicadas,insects,fishes,P
428,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,piranhas,fishes,birds,Q
429,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,ants,insects,fishes,Q
430,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,mackerels,fishes,birds,R
431,12,all,Zoologists says that,Matching,Token,Category,T4,say,1,flies,insects,fishes,R
432,13,all,,Mismatching,Token,Category,T6,none,0,eagles,birds,reptiles,A
433,13,all,,Mismatching,Token,Category,T6,none,0,strawberries,fruit,insects,A
434,13,all,,Mismatching,Token,Category,T6,none,0,canaries,birds,reptiles,B
435,13,all,,Mismatching,Token,Category,T6,none,0,bananas,fruit,insects,B
436,13,all,,Mismatching,Token,Category,T6,none,0,crows,birds,reptiles,C
437,13,all,,Mismatching,Token,Category,T6,none,0,apples,fruit,insects,C
438,13,all,,Mismatching,Token,Category,T6,none,0,owls,birds,reptiles,D
439,13,all,,Mismatching,Token,Category,T6,none,0,peaches,fruit,insects,D
440,13,all,,Mismatching,Token,Category,T6,none,0,sparrows,birds,reptiles,E
441,13,all,,Mismatching,Token,Category,T6,none,0,pears,fruit,insects,E
442,13,all,,Mismatching,Token,Category,T6,none,0,doves,birds,reptiles,F
443,13,all,,Mismatching,Token,Category,T6,none,0,plums,fruit,insects,F
444,13,all,,Mismatching,Token,Category,T6,none,0,alligators,reptiles,mamals,G
445,13,all,,Mismatching,Token,Category,T6,none,0,cats,mammals,fruit,G
446,13,all,,Mismatching,Token,Category,T6,none,0,crocodiles,reptiles,mamals,H
447,13,all,,Mismatching,Token,Category,T6,none,0,horses,mammals,fruit,H
448,13,all,,Mismatching,Token,Category,T6,none,0,chameleons,reptiles,mamals,I
449,13,all,,Mismatching,Token,Category,T6,none,0,dogs,mammals,fruit,I
450,13,all,,Mismatching,Token,Category,T6,none,0,iguanas,reptiles,mamals,J
451,13,all,,Mismatching,Token,Category,T6,none,0,pigs,mammals,fruit,J
452,13,all,,Mismatching,Token,Category,T6,none,0,lizards,reptiles,mamals,K
453,13,all,,Mismatching,Token,Category,T6,none,0,elephants,mammals,fruit,K
454,13,all,,Mismatching,Token,Category,T6,none,0,geckos,reptiles,mamals,L
455,13,all,,Mismatching,Token,Category,T6,none,0,sheep,mammals,fruit,L
456,13,all,,Mismatching,Token,Category,T6,none,0,anchovies,fishes,birds,M
457,13,all,,Mismatching,Token,Category,T6,none,0,wasps,insects,fishes,M
458,13,all,,Mismatching,Token,Category,T6,none,0,carp,fishes,birds,N
459,13,all,,Mismatching,Token,Category,T6,none,0,cockroaches,insects,fishes,N
460,13,all,,Mismatching,Token,Category,T6,none,0,cod,fishes,birds,O
461,13,all,,Mismatching,Token,Category,T6,none,0,cicadas,insects,fishes,O
462,13,all,,Mismatching,Token,Category,T6,none,0,piranhas,fishes,birds,P
463,13,all,,Mismatching,Token,Category,T6,none,0,ants,insects,fishes,P
464,13,all,,Mismatching,Token,Category,T6,none,0,mackerels,fishes,birds,Q
465,13,all,,Mismatching,Token,Category,T6,none,0,flies,insects,fishes,Q
466,13,all,,Mismatching,Token,Category,T6,none,0,herring,fishes,birds,R
467,13,all,,Mismatching,Token,Category,T6,none,0,mosquitos,insects,fishes,R
468,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,canaries,birds,reptiles,A
469,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,bananas,fruit,insects,A
470,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,crows,birds,reptiles,B
471,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,apples,fruit,insects,B
472,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,owls,birds,reptiles,C
473,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,peaches,fruit,insects,C
474,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,sparrows,birds,reptiles,D
475,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,pears,fruit,insects,D
476,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,doves,birds,reptiles,E
477,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,plums,fruit,insects,E
478,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,alligators,reptiles,mamals,F
479,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,cats,mammals,fruit,F
480,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,crocodiles,reptiles,mamals,G
481,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,horses,mammals,fruit,G
482,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,chameleons,reptiles,mamals,H
483,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,dogs,mammals,fruit,H
484,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,iguanas,reptiles,mamals,I
485,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,pigs,mammals,fruit,I
486,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,lizards,reptiles,mamals,J
487,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,elephants,mammals,fruit,J
488,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,geckos,reptiles,mamals,K
489,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,sheep,mammals,fruit,K
490,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,anchovies,fishes,birds,L
491,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,wasps,insects,fishes,L
492,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,carp,fishes,birds,M
493,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,cockroaches,insects,fishes,M
494,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,cod,fishes,birds,N
495,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,cicadas,insects,fishes,N
496,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,piranhas,fishes,birds,O
497,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,ants,insects,fishes,O
498,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,mackerels,fishes,birds,P
499,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,flies,insects,fishes,P
500,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,herring,fishes,birds,Q
501,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,mosquitos,insects,fishes,Q
502,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,eagles,birds,reptiles,R
503,14,all,Zoologists knows that,Mismatching,Token,Category,T6,know,1,strawberries,fruit,insects,R
504,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,crows,birds,reptiles,A
505,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,apples,fruit,insects,A
506,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,owls,birds,reptiles,B
507,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,peaches,fruit,insects,B
508,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,sparrows,birds,reptiles,C
509,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,pears,fruit,insects,C
510,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,doves,birds,reptiles,D
511,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,plums,fruit,insects,D
512,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,alligators,reptiles,mamals,E
513,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,cats,mammals,fruit,E
514,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,crocodiles,reptiles,mamals,F
515,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,horses,mammals,fruit,F
516,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,chameleons,reptiles,mamals,G
517,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,dogs,mammals,fruit,G
518,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,iguanas,reptiles,mamals,H
519,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,pigs,mammals,fruit,H
520,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,lizards,reptiles,mamals,I
521,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,elephants,mammals,fruit,I
522,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,geckos,reptiles,mamals,J
523,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,sheep,mammals,fruit,J
524,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,anchovies,fishes,birds,K
525,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,wasps,insects,fishes,K
526,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,carp,fishes,birds,L
527,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,cockroaches,insects,fishes,L
528,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,cod,fishes,birds,M
529,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,cicadas,insects,fishes,M
530,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,piranhas,fishes,birds,N
531,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,ants,insects,fishes,N
532,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,mackerels,fishes,birds,O
533,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,flies,insects,fishes,O
534,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,herring,fishes,birds,P
535,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,mosquitos,insects,fishes,P
536,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,eagles,birds,reptiles,Q
537,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,strawberries,fruit,insects,Q
538,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,canaries,birds,reptiles,R
539,15,all,Zoologists says that,Mismatching,Token,Category,T6,say,1,bananas,fruit,insects,R
540,16,all,,Matching,Category,Token,T5,none,0,owls,birds,reptiles,A
541,16,all,,Matching,Category,Token,T5,none,0,peaches,fruit,insects,A
542,16,all,,Matching,Category,Token,T5,none,0,sparrows,birds,reptiles,B
543,16,all,,Matching,Category,Token,T5,none,0,pears,fruit,insects,B
544,16,all,,Matching,Category,Token,T5,none,0,doves,birds,reptiles,C
545,16,all,,Matching,Category,Token,T5,none,0,plums,fruit,insects,C
546,16,all,,Matching,Category,Token,T5,none,0,alligators,reptiles,mamals,D
547,16,all,,Matching,Category,Token,T5,none,0,cats,mammals,fruit,D
548,16,all,,Matching,Category,Token,T5,none,0,crocodiles,reptiles,mamals,E
549,16,all,,Matching,Category,Token,T5,none,0,horses,mammals,fruit,E
550,16,all,,Matching,Category,Token,T5,none,0,chameleons,reptiles,mamals,F
551,16,all,,Matching,Category,Token,T5,none,0,dogs,mammals,fruit,F
552,16,all,,Matching,Category,Token,T5,none,0,iguanas,reptiles,mamals,G
553,16,all,,Matching,Category,Token,T5,none,0,pigs,mammals,fruit,G
554,16,all,,Matching,Category,Token,T5,none,0,lizards,reptiles,mamals,H
555,16,all,,Matching,Category,Token,T5,none,0,elephants,mammals,fruit,H
556,16,all,,Matching,Category,Token,T5,none,0,geckos,reptiles,mamals,I
557,16,all,,Matching,Category,Token,T5,none,0,sheep,mammals,fruit,I
558,16,all,,Matching,Category,Token,T5,none,0,anchovies,fishes,birds,J
559,16,all,,Matching,Category,Token,T5,none,0,wasps,insects,fishes,J
560,16,all,,Matching,Category,Token,T5,none,0,carp,fishes,birds,K
561,16,all,,Matching,Category,Token,T5,none,0,cockroaches,insects,fishes,K
562,16,all,,Matching,Category,Token,T5,none,0,cod,fishes,birds,L
563,16,all,,Matching,Category,Token,T5,none,0,cicadas,insects,fishes,L
564,16,all,,Matching,Category,Token,T5,none,0,piranhas,fishes,birds,M
565,16,all,,Matching,Category,Token,T5,none,0,ants,insects,fishes,M
566,16,all,,Matching,Category,Token,T5,none,0,mackerels,fishes,birds,N
567,16,all,,Matching,Category,Token,T5,none,0,flies,insects,fishes,N
568,16,all,,Matching,Category,Token,T5,none,0,herring,fishes,birds,O
569,16,all,,Matching,Category,Token,T5,none,0,mosquitos,insects,fishes,O
570,16,all,,Matching,Category,Token,T5,none,0,eagles,birds,reptiles,P
571,16,all,,Matching,Category,Token,T5,none,0,strawberries,fruit,insects,P
572,16,all,,Matching,Category,Token,T5,none,0,canaries,birds,reptiles,Q
573,16,all,,Matching,Category,Token,T5,none,0,bananas,fruit,insects,Q
574,16,all,,Matching,Category,Token,T5,none,0,crows,birds,reptiles,R
575,16,all,,Matching,Category,Token,T5,none,0,apples,fruit,insects,R
576,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,sparrows,birds,reptiles,A
577,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,pears,fruit,insects,A
578,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,doves,birds,reptiles,B
579,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,plums,fruit,insects,B
580,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,alligators,reptiles,mamals,C
581,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,cats,mammals,fruit,C
582,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,crocodiles,reptiles,mamals,D
583,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,horses,mammals,fruit,D
584,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,chameleons,reptiles,mamals,E
585,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,dogs,mammals,fruit,E
586,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,iguanas,reptiles,mamals,F
587,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,pigs,mammals,fruit,F
588,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,lizards,reptiles,mamals,G
589,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,elephants,mammals,fruit,G
590,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,geckos,reptiles,mamals,H
591,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,sheep,mammals,fruit,H
592,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,anchovies,fishes,birds,I
593,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,wasps,insects,fishes,I
594,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,carp,fishes,birds,J
595,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,cockroaches,insects,fishes,J
596,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,cod,fishes,birds,K
597,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,cicadas,insects,fishes,K
598,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,piranhas,fishes,birds,L
599,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,ants,insects,fishes,L
600,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,mackerels,fishes,birds,M
601,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,flies,insects,fishes,M
602,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,herring,fishes,birds,N
603,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,mosquitos,insects,fishes,N
604,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,eagles,birds,reptiles,O
605,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,strawberries,fruit,insects,O
606,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,canaries,birds,reptiles,P
607,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,bananas,fruit,insects,P
608,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,crows,birds,reptiles,Q
609,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,apples,fruit,insects,Q
610,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,owls,birds,reptiles,R
611,17,all,Zoologists knows that,Matching,Category,Token,T5,know,1,peaches,fruit,insects,R
612,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,doves,birds,reptiles,A
613,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,plums,fruit,insects,A
614,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,alligators,reptiles,mamals,B
615,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,cats,mammals,fruit,B
616,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,crocodiles,reptiles,mamals,C
617,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,horses,mammals,fruit,C
618,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,chameleons,reptiles,mamals,D
619,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,dogs,mammals,fruit,D
620,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,iguanas,reptiles,mamals,E
621,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,pigs,mammals,fruit,E
622,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,lizards,reptiles,mamals,F
623,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,elephants,mammals,fruit,F
624,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,geckos,reptiles,mamals,G
625,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,sheep,mammals,fruit,G
626,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,anchovies,fishes,birds,H
627,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,wasps,insects,fishes,H
628,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,carp,fishes,birds,I
629,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,cockroaches,insects,fishes,I
630,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,cod,fishes,birds,J
631,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,cicadas,insects,fishes,J
632,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,piranhas,fishes,birds,K
633,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,ants,insects,fishes,K
634,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,mackerels,fishes,birds,L
635,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,flies,insects,fishes,L
636,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,herring,fishes,birds,M
637,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,mosquitos,insects,fishes,M
638,18,all,Zoologists says that,Matching,Category,Token,T5,say,1,eagles,birds,reptiles,N
